,name,rating,review_count,categories,id,location,price,latitude,longitude
164,Honeysuckle Gelato,4.5,226,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'gelato', 'title': 'Gelato'}]",kwbcfXji8xODFowREQz-lQ,"{'address1': '675 Ponce De Leon Ave NE', 'address2': None, 'address3': '', 'city': 'Atlanta', 'zip_code': '30308', 'country': 'US', 'state': 'GA', 'display_address': ['675 Ponce De Leon Ave NE', 'Atlanta, GA 30308']}",$,33.77220386226539,-84.3663580039826
165,Sidebar,3.0,151,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",fG_9USlbxv4qaRFO8B0QOw,"{'address1': '79 Poplar St NW', 'address2': '', 'address3': '', 'city': 'Atlanta', 'zip_code': '30303', 'country': 'US', 'state': 'GA', 'display_address': ['79 Poplar St NW', 'Atlanta, GA 30303']}",$,33.756717,-84.3899264148888
166,Habanos Cigar Lounge,4.5,31,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tobaccoshops', 'title': 'Tobacco Shops'}]",N2R4wJnQkh0aIm007Z1Jnw,"{'address1': '301 Peters St SW', 'address2': None, 'address3': '', 'city': 'Atlanta', 'zip_code': '30313', 'country': 'US', 'state': 'GA', 'display_address': ['301 Peters St SW', 'Atlanta, GA 30313']}",$$,33.746528000000005,-84.402976
167,Dakota Blue,3.5,196,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'mexican', 'title': 'Mexican'}]",OhNloYqWA4f0ysYCDQa51A,"{'address1': '454 Cherokee Ave SE', 'address2': '', 'address3': '', 'city': 'Atlanta', 'zip_code': '30312', 'country': 'US', 'state': 'GA', 'display_address': ['454 Cherokee Ave SE', 'Atlanta, GA 30312']}",$,33.7420855948281,-84.3733458164721
168,Just Around the Corner,4.0,58,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'pizza', 'title': 'Pizza'}]",fUcbgUL3sRP1qSB30j6eJw,"{'address1': '76 Spring St NW', 'address2': '', 'address3': '', 'city': 'Atlanta', 'zip_code': '30303', 'country': 'US', 'state': 'GA', 'display_address': ['76 Spring St NW', 'Atlanta, GA 30303']}",$,33.7571550482422,-84.3926170816707
169,Children's Museum of Atlanta,3.5,111,"[{'alias': 'childrensmuseums', 'title': ""Children's Museums""}]",RrxVRbHZ1-ih96DlLkbQ_A,"{'address1': '275 Centennial Olympic Park Dr NW', 'address2': '', 'address3': '', 'city': 'Atlanta', 'zip_code': '30313', 'country': 'US', 'state': 'GA', 'display_address': ['275 Centennial Olympic Park Dr NW', 'Atlanta, GA 30313']}",,33.762570000000004,-84.39148
170,Full Commission,4.0,89,"[{'alias': 'southern', 'title': 'Southern'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'bars', 'title': 'Bars'}]",HYXMdlSUUqhT7S8XYhdWYg,"{'address1': '519 Memorial Dr SE', 'address2': 'Ste C-01', 'address3': None, 'city': 'Atlanta', 'zip_code': '30312', 'country': 'US', 'state': 'GA', 'display_address': ['519 Memorial Dr SE', 'Ste C-01', 'Atlanta, GA 30312']}",$$,33.7461,-84.37069
171,Afrodish Restaurant,4.0,54,"[{'alias': 'caribbean', 'title': 'Caribbean'}]",9HxhTfe6usPRovowtFS2aw,"{'address1': '209 Edgewood Ave SE', 'address2': '', 'address3': '', 'city': 'Atlanta', 'zip_code': '30303', 'country': 'US', 'state': 'GA', 'display_address': ['209 Edgewood Ave SE', 'Atlanta, GA 30303']}",$,33.75403,-84.3798599
172,BEP! Vietnamese Cuisine,4.0,41,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'noodles', 'title': 'Noodles'}]",d7r4BJ5XP_4ZN3ZZLMePrQ,"{'address1': '231 Peachtree St NE', 'address2': 'Ste FC-04', 'address3': None, 'city': 'Atlanta', 'zip_code': '30303', 'country': 'US', 'state': 'GA', 'display_address': ['231 Peachtree St NE', 'Ste FC-04', 'Atlanta, GA 30303']}",,33.760209100000004,-84.38701529999999
173,Cafe Delight,4.0,47,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'buffets', 'title': 'Buffets'}]",Mfce5eHUKPLpgPQwNMVXHg,"{'address1': '63 Broad St NW', 'address2': '', 'address3': '', 'city': 'Atlanta', 'zip_code': '30303', 'country': 'US', 'state': 'GA', 'display_address': ['63 Broad St NW', 'Atlanta, GA 30303']}",$,33.753601,-84.39014499999999
174,The Original Hot Dog Factory,4.0,48,"[{'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'desserts', 'title': 'Desserts'}]",KheQiwyvUl9VDupoO-l7Mw,"{'address1': '75 Piedmont Ave NE', 'address2': 'Ste 150', 'address3': '', 'city': 'Atlanta', 'zip_code': '30303', 'country': 'US', 'state': 'GA', 'display_address': ['75 Piedmont Ave NE', 'Ste 150', 'Atlanta, GA 30303']}",$$,33.756339700000005,-84.3820851
175,Eats,4.0,496,"[{'alias': 'southern', 'title': 'Southern'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'caribbean', 'title': 'Caribbean'}]",DWhMnby2t-z1EwCNKGqAqw,"{'address1': '600 Ponce De Leon Ave NE', 'address2': '', 'address3': '', 'city': 'Atlanta', 'zip_code': '30308', 'country': 'US', 'state': 'GA', 'display_address': ['600 Ponce De Leon Ave NE', 'Atlanta, GA 30308']}",$,33.773711,-84.3672046
176,Ziba's Bistro,4.0,193,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}]",U9hqpv1fIooVKMJBVuoA3g,"{'address1': '560 Blvd SE', 'address2': '', 'address3': '', 'city': 'Atlanta', 'zip_code': '30312', 'country': 'US', 'state': 'GA', 'display_address': ['560 Blvd SE', 'Atlanta, GA 30312']}",$$,33.7391154899708,-84.3680047988892
177,Condesa Coffee,4.0,44,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",bHKXsMG9Z4jQf746cV059g,"{'address1': '145 Auburn Ave', 'address2': 'Ste A', 'address3': '', 'city': 'Atlanta', 'zip_code': '30303', 'country': 'US', 'state': 'GA', 'display_address': ['145 Auburn Ave', 'Ste A', 'Atlanta, GA 30303']}",$,33.7553100585938,-84.3828201293945
178,Cafe Momo,4.0,74,"[{'alias': 'buffets', 'title': 'Buffets'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",JH7fHK9Tl8RWdSVQXq9etg,"{'address1': '231 Peachtree St NE', 'address2': 'Ste B71', 'address3': '', 'city': 'Atlanta', 'zip_code': '30303', 'country': 'US', 'state': 'GA', 'display_address': ['231 Peachtree St NE', 'Ste B71', 'Atlanta, GA 30303']}",$,33.76021110000001,-84.38708170000001
179,Edgewood Corner Tavern,3.5,199,"[{'alias': 'poolhalls', 'title': 'Pool Halls'}, {'alias': 'southern', 'title': 'Southern'}, {'alias': 'pubs', 'title': 'Pubs'}]",ZM4AMqHue_Qec9DVcb9PBw,"{'address1': '464 Edgewood Ave', 'address2': '', 'address3': '', 'city': 'Atlanta', 'zip_code': '30312', 'country': 'US', 'state': 'GA', 'display_address': ['464 Edgewood Ave', 'Atlanta, GA 30312']}",$$,33.754353,-84.372489
180,Grant Central Pizza & Pasta,3.5,164,"[{'alias': 'pizza', 'title': 'Pizza'}]",bIPl12lQ46lljzMnnySXGg,"{'address1': '451 Cherokee Ave SE', 'address2': '', 'address3': '', 'city': 'Atlanta', 'zip_code': '30312', 'country': 'US', 'state': 'GA', 'display_address': ['451 Cherokee Ave SE', 'Atlanta, GA 30312']}",$,33.742115000000005,-84.37368000000001
181,Zoo Atlanta,3.5,416,"[{'alias': 'zoos', 'title': 'Zoos'}]",iP5pHCTXt9GYd4boLUeCug,"{'address1': '800 Cherokee Ave SE', 'address2': '', 'address3': '', 'city': 'Atlanta', 'zip_code': '30315', 'country': 'US', 'state': 'GA', 'display_address': ['800 Cherokee Ave SE', 'Atlanta, GA 30315']}",,33.734116,-84.372289
182,Trilogy Cigar Lounge,4.5,33,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'cigarbars', 'title': 'Cigar Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",9ni75M5-jCc7z_YIQNzciA,"{'address1': '375-B Luckie St NW', 'address2': None, 'address3': '', 'city': 'Atlanta', 'zip_code': '30313', 'country': 'US', 'state': 'GA', 'display_address': ['375-B Luckie St NW', 'Atlanta, GA 30313']}",$$,33.765009899999995,-84.39578
183,Martin Luther King Jr National Historic Site,5.0,25,"[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",VYoUpxmtBXLSLe_fLkNJ-w,"{'address1': '450 Auburn Ave NE', 'address2': '', 'address3': None, 'city': 'Atlanta', 'zip_code': '30312', 'country': 'US', 'state': 'GA', 'display_address': ['450 Auburn Ave NE', 'Atlanta, GA 30312']}",,33.756344607568195,-84.3734255433083
184,a mano,4.5,129,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'popuprestaurants', 'title': 'Pop-Up Restaurants'}]",DRL1GpT6lsgmGEVVwn1Vkg,"{'address1': '587 Ralph McGill Blvd NE', 'address2': None, 'address3': '', 'city': 'Atlanta', 'zip_code': '30312', 'country': 'US', 'state': 'GA', 'display_address': ['587 Ralph McGill Blvd NE', 'Atlanta, GA 30312']}",$$,33.763740000000006,-84.36806
185,Hungry Ghost,3.5,142,"[{'alias': 'newamerican', 'title': 'American (New)'}]",GHjH_Mt4EZzld-V6QtjeOg,"{'address1': '345 Edgewood Ave SE', 'address2': '', 'address3': None, 'city': 'Atlanta', 'zip_code': '30312', 'country': 'US', 'state': 'GA', 'display_address': ['345 Edgewood Ave SE', 'Atlanta, GA 30312']}",$$,33.75414,-84.37639
186,ROOM at Twelve,3.5,153,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'bars', 'title': 'Bars'}]",kmdfM4WeL7Rq0x21na7O-A,"{'address1': '400 W Peachtree St', 'address2': '', 'address3': '', 'city': 'Atlanta', 'zip_code': '30308', 'country': 'US', 'state': 'GA', 'display_address': ['400 W Peachtree St', 'Atlanta, GA 30308']}",$$,33.7654795279527,-84.3878138329964
187,GLC Cafe,4.0,47,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'wraps', 'title': 'Wraps'}]",Wl7tWmI69F7xuH4DtZ8Q8g,"{'address1': '225 Peachtree St NE', 'address2': '', 'address3': '', 'city': 'Atlanta', 'zip_code': '30303', 'country': 'US', 'state': 'GA', 'display_address': ['225 Peachtree St NE', 'Atlanta, GA 30303']}",$,33.760162353515604,-84.38702392578121
188,Krispy Kreme,4.0,220,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'donuts', 'title': 'Donuts'}]",n8_6GynCxrkxS8c3niE5qg,"{'address1': '295 Ponce De Leon Ave NE', 'address2': '', 'address3': '', 'city': 'Atlanta', 'zip_code': '30308', 'country': 'US', 'state': 'GA', 'display_address': ['295 Ponce De Leon Ave NE', 'Atlanta, GA 30308']}",$,33.772185,-84.378099
190,East Wave Asian Fusion,3.5,70,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}]",KTXXK0uWjzOKtcQFm9twYQ,"{'address1': '60 Luckie St NW', 'address2': 'Ste C', 'address3': '', 'city': 'Atlanta', 'zip_code': '30303', 'country': 'US', 'state': 'GA', 'display_address': ['60 Luckie St NW', 'Ste C', 'Atlanta, GA 30303']}",$,33.756351,-84.38914399999999
191,Tacos & Tequilas Mexican Grill,4.0,480,"[{'alias': 'mexican', 'title': 'Mexican'}]",5I0yJ_X7uyPmoJWzKRYDuA,"{'address1': '650 Ponce De Leon Ave NE', 'address2': '', 'address3': '', 'city': 'Atlanta', 'zip_code': '30308', 'country': 'US', 'state': 'GA', 'display_address': ['650 Ponce De Leon Ave NE', 'Atlanta, GA 30308']}",$$,33.773651797850796,-84.36690488595791
192,The Brunch Cabana,4.0,63,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",QAvgpS8gdub6RT6iGnhq6g,"{'address1': '249 Peters St SW', 'address2': None, 'address3': '', 'city': 'Atlanta', 'zip_code': '30313', 'country': 'US', 'state': 'GA', 'display_address': ['249 Peters St SW', 'Atlanta, GA 30313']}",$$,33.747859999999996,-84.40173
193,Proof and Provision,3.5,194,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",HJChzf3yFkJfPNBU4vC8mQ,"{'address1': '659 Peachtree St NE', 'address2': '', 'address3': '', 'city': 'Atlanta', 'zip_code': '30308', 'country': 'US', 'state': 'GA', 'display_address': ['659 Peachtree St NE', 'Atlanta, GA 30308']}",$$,33.7725792,-84.38446809999999
194,Mr Everything Cafe,3.5,187,"[{'alias': 'greek', 'title': 'Greek'}]",gyYIWVJKdnPfP6daKrL7ng,"{'address1': '899 Martin Luther King Jr Dr', 'address2': None, 'address3': '', 'city': 'Atlanta', 'zip_code': '30314', 'country': 'US', 'state': 'GA', 'display_address': ['899 Martin Luther King Jr Dr', 'Atlanta, GA 30314']}",$,33.754711771154,-84.4167327297412
195,Baraonda Italian Restaurant,3.5,500,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}]",ttZRucfe1fcN_DX2ZGZ1Vg,"{'address1': '710 Peachtree St NE', 'address2': '', 'address3': '', 'city': 'Atlanta', 'zip_code': '30308', 'country': 'US', 'state': 'GA', 'display_address': ['710 Peachtree St NE', 'Atlanta, GA 30308']}",$$,33.773842,-84.384963
196,Landmark Diner - Downtown,2.5,228,"[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",SQI0jNpy61rYH16-9V0FLA,"{'address1': '60 Luckie St NW', 'address2': '', 'address3': '', 'city': 'Atlanta', 'zip_code': '30303', 'country': 'US', 'state': 'GA', 'display_address': ['60 Luckie St NW', 'Atlanta, GA 30303']}",$$,33.7566087737517,-84.3891067427183
197,Georgia Beer Garden,4.0,63,"[{'alias': 'beergardens', 'title': 'Beer Gardens'}, {'alias': 'southern', 'title': 'Southern'}]",2SZKV3w6GsLjclavdFfcJQ,"{'address1': '420 Edgewood Ave NE', 'address2': '', 'address3': None, 'city': 'Atlanta', 'zip_code': '30312', 'country': 'US', 'state': 'GA', 'display_address': ['420 Edgewood Ave NE', 'Atlanta, GA 30312']}",$$,33.75455,-84.373885
198,Farm Burger - Grant Park,4.0,56,"[{'alias': 'burgers', 'title': 'Burgers'}]",H731MuH1UzcVT0yZrSQEvg,"{'address1': '275 Memorial Dr SE', 'address2': 'Ste B2', 'address3': '', 'city': 'Atlanta', 'zip_code': '30312', 'country': 'US', 'state': 'GA', 'display_address': ['275 Memorial Dr SE', 'Ste B2', 'Atlanta, GA 30312']}",$$,33.7467151,-84.37850999999999
199,Intown Market,4.5,26,"[{'alias': 'convenience', 'title': 'Convenience Stores'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}, {'alias': 'delis', 'title': 'Delis'}]",NLmvL-kzKcNHAIo4Iu81nA,"{'address1': '349 Decatur St', 'address2': 'Ste N', 'address3': '', 'city': 'Atlanta', 'zip_code': '30312', 'country': 'US', 'state': 'GA', 'display_address': ['349 Decatur St', 'Ste N', 'Atlanta, GA 30312']}",$$,33.750225,-84.37693399999999
200,Bell Street Burritos,3.5,57,"[{'alias': 'mexican', 'title': 'Mexican'}]",mUDADdNKtOpUWAxExee2hw,"{'address1': '209 Edgewood Ave SE', 'address2': '', 'address3': 'Sweet Auburn Curb Market', 'city': 'Atlanta', 'zip_code': '30303', 'country': 'US', 'state': 'GA', 'display_address': ['209 Edgewood Ave SE', 'Sweet Auburn Curb Market', 'Atlanta, GA 30303']}",$,33.7554587314135,-84.38941955566409
201,Café Circa,3.0,282,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'southern', 'title': 'Southern'}, {'alias': 'dinnertheater', 'title': 'Dinner Theater'}]",29MPd2idt960E07g8oLsxA,"{'address1': '464 Edgewood Ave', 'address2': '', 'address3': '', 'city': 'Atlanta', 'zip_code': '30312', 'country': 'US', 'state': 'GA', 'display_address': ['464 Edgewood Ave', 'Atlanta, GA 30312']}",$$,33.75452,-84.37239
202,55th & Park Restaurant and Lounge,3.5,89,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'lounges', 'title': 'Lounges'}]",ns7UBTRwFeq8Rilu8MPH4w,"{'address1': '55 Park Pl NE', 'address2': None, 'address3': '', 'city': 'Atlanta', 'zip_code': '30303', 'country': 'US', 'state': 'GA', 'display_address': ['55 Park Pl NE', 'Atlanta, GA 30303']}",$$,33.75593,-84.38726
203,Apache Café,3.5,159,"[{'alias': 'galleries', 'title': 'Art Galleries'}, {'alias': 'musicvenues', 'title': 'Music Venues'}, {'alias': 'southern', 'title': 'Southern'}]",t_ybXkC1dG3jQkfnusyoNQ,"{'address1': '64 3rd St NW', 'address2': '', 'address3': '', 'city': 'Atlanta', 'zip_code': '30308', 'country': 'US', 'state': 'GA', 'display_address': ['64 3rd St NW', 'Atlanta, GA 30308']}",$$,33.77369,-84.3895
204,Crazy Atlanta,3.5,79,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'bars', 'title': 'Bars'}]",SVxQSuy2bOb3nvgaxuqrKg,"{'address1': '168 Courtland St NE', 'address2': None, 'address3': '', 'city': 'Atlanta', 'zip_code': '30303', 'country': 'US', 'state': 'GA', 'display_address': ['168 Courtland St NE', 'Atlanta, GA 30303']}",$,33.7592,-84.3844164
205,Doc Chey's Noodle House,3.5,173,"[{'alias': 'noodles', 'title': 'Noodles'}]",wRZCBjXfqyVGVQQkQUgKPA,"{'address1': '563 Memorial Dr SE', 'address2': '', 'address3': '', 'city': 'Atlanta', 'zip_code': '30312', 'country': 'US', 'state': 'GA', 'display_address': ['563 Memorial Dr SE', 'Atlanta, GA 30312']}",$$,33.74637,-84.36926
206,MOTHER,3.5,114,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'danceclubs', 'title': 'Dance Clubs'}]",FDCVhmfBuIVomUSeqIZMqQ,"{'address1': '447 Edgewood Ave SE', 'address2': '', 'address3': '', 'city': 'Atlanta', 'zip_code': '30312', 'country': 'US', 'state': 'GA', 'display_address': ['447 Edgewood Ave SE', 'Atlanta, GA 30312']}",$$,33.7541564,-84.3728806
207,Bada Bings,3.5,104,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'burgers', 'title': 'Burgers'}]",tQsPwUxwwOwrgUDfPiNkiA,"{'address1': '349 Decatur St SE', 'address2': 'Ste A-1', 'address3': '', 'city': 'Atlanta', 'zip_code': '30312', 'country': 'US', 'state': 'GA', 'display_address': ['349 Decatur St SE', 'Ste A-1', 'Atlanta, GA 30312']}",$$,33.749619099029104,-84.3793352947821
208,Old 4th Distillery,4.5,36,"[{'alias': 'distilleries', 'title': 'Distilleries'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'beertours', 'title': 'Beer Tours'}]",HKhpfrUw0c-Ovb9QEwDzGA,"{'address1': '487 Edgewood Ave', 'address2': '', 'address3': '', 'city': 'Atlanta', 'zip_code': '30312', 'country': 'US', 'state': 'GA', 'display_address': ['487 Edgewood Ave', 'Atlanta, GA 30312']}",$$,33.75408,-84.37162
209,Game-X,3.5,98,"[{'alias': 'arcades', 'title': 'Arcades'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",6YaYOhf4hQWXILE6Rvv9cg,"{'address1': '275 Baker St', 'address2': 'Ste B', 'address3': '', 'city': 'Atlanta', 'zip_code': '30313', 'country': 'US', 'state': 'GA', 'display_address': ['275 Baker St', 'Ste B', 'Atlanta, GA 30313']}",$$,33.762025582046,-84.3954165489389
210,Republic Social House,3.0,308,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4-x4t5Ccr5iEPOuV1Stlxg,"{'address1': '437 C Memorial Dr SE', 'address2': '', 'address3': '', 'city': 'Atlanta', 'zip_code': '30312', 'country': 'US', 'state': 'GA', 'display_address': ['437 C Memorial Dr SE', 'Atlanta, GA 30312']}",$$,33.7461166381836,-84.372917175293
211,Grant Park Coffeehouse,4.0,162,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",EMsEP4t338gkxtWCKYD0wA,"{'address1': '753-A Cherokee Ave SE', 'address2': '', 'address3': '', 'city': 'Atlanta', 'zip_code': '30315', 'country': 'US', 'state': 'GA', 'display_address': ['753-A Cherokee Ave SE', 'Atlanta, GA 30315']}",$,33.7338027954102,-84.3738555908203
212,Sear,3.0,159,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",Y-MZSZTIhW7Ee6rSKpfseg,"{'address1': '265 Peachtree Center Ave', 'address2': '', 'address3': '', 'city': 'Atlanta', 'zip_code': '30303', 'country': 'US', 'state': 'GA', 'display_address': ['265 Peachtree Center Ave', 'Atlanta, GA 30303']}",$$$,33.7611472640994,-84.3847483954621
213,Nancy's Pizza,3.5,531,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",Y2R-8nnUNulCYYWVXaEGAA,"{'address1': '265 Ponce De Leon Ave', 'address2': '', 'address3': '', 'city': 'Atlanta', 'zip_code': '30308', 'country': 'US', 'state': 'GA', 'display_address': ['265 Ponce De Leon Ave', 'Atlanta, GA 30308']}",$$,33.772200399999996,-84.3788054
214,Firepit Pizza Tavern,4.0,82,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",LqZCptrEU0Pveyo_0xHLdg,"{'address1': '519 Memorial Dr SE', 'address2': None, 'address3': '', 'city': 'Atlanta', 'zip_code': '30312', 'country': 'US', 'state': 'GA', 'display_address': ['519 Memorial Dr SE', 'Atlanta, GA 30312']}",$$,33.7461,-84.37069
215,Fandangles,3.5,76,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'southern', 'title': 'Southern'}]",cZTtKCw0lPJCqXIxie8uyQ,"{'address1': '165 Courtland St NE', 'address2': '', 'address3': 'Sheraton Atlanta', 'city': 'Atlanta', 'zip_code': '30303', 'country': 'US', 'state': 'GA', 'display_address': ['165 Courtland St NE', 'Sheraton Atlanta', 'Atlanta, GA 30303']}",$$,33.759009999999996,-84.38319
216,Googie Burger,3.0,110,"[{'alias': 'burgers', 'title': 'Burgers'}]",DI8W0FGPGDs95rd1mu-5wQ,"{'address1': '190 Marietta St', 'address2': '', 'address3': 'Centennial Olympic Park', 'city': 'Atlanta', 'zip_code': '30303', 'country': 'US', 'state': 'GA', 'display_address': ['190 Marietta St', 'Centennial Olympic Park', 'Atlanta, GA 30303']}",$,33.7592992156502,-84.39345048334731
217,Johnny Rockets,3.0,115,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",jqKTf5UPrdRTriP2382TeA,"{'address1': '280 Luckie St NW', 'address2': '', 'address3': 'Atlanta Aquarium', 'city': 'Atlanta', 'zip_code': '30313', 'country': 'US', 'state': 'GA', 'display_address': ['280 Luckie St NW', 'Atlanta Aquarium', 'Atlanta, GA 30313']}",$$,33.76189,-84.3957099
218,Dunkin' Donuts,4.0,33,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'donuts', 'title': 'Donuts'}]",QCyl2CV8hKm5xfO1ZBmwWw,"{'address1': '98 Forsyth St NW', 'address2': 'Ste 100', 'address3': '', 'city': 'Atlanta', 'zip_code': '30303', 'country': 'US', 'state': 'GA', 'display_address': ['98 Forsyth St NW', 'Ste 100', 'Atlanta, GA 30303']}",$,33.7574234008789,-84.38890075683591
219,Livingston Restaurant & Bar,3.5,232,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]",iqK1C-4jHII1OFmLBQSbDg,"{'address1': '659 Peachtree St NE', 'address2': '', 'address3': '', 'city': 'Atlanta', 'zip_code': '30308', 'country': 'US', 'state': 'GA', 'display_address': ['659 Peachtree St NE', 'Atlanta, GA 30308']}",$$,33.77258,-84.3844699
220,Yumbii,4.0,245,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]",oqxxscRne5rj5hyxCHpXqQ,"{'address1': '1927 Peachtree Rd', 'address2': '', 'address3': '', 'city': 'Atlanta', 'zip_code': '30309', 'country': 'US', 'state': 'GA', 'display_address': ['1927 Peachtree Rd', 'Atlanta, GA 30309']}",$,33.8073749,-84.39353440000001
221,Noodle Cafe,3.5,63,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'noodles', 'title': 'Noodles'}]",4kKH8UeJ-60KcLY5yWYOBg,"{'address1': '233 Peachtree St NE', 'address2': '', 'address3': '', 'city': 'Atlanta', 'zip_code': '30303', 'country': 'US', 'state': 'GA', 'display_address': ['233 Peachtree St NE', 'Atlanta, GA 30303']}",$,33.760408,-84.386318
222,Beni’s Cubano - Downtown,4.5,20,"[{'alias': 'cuban', 'title': 'Cuban'}]",k5kyaGPABmc8GQg1oJJcrQ,"{'address1': '231 Peachtree St NE', 'address2': 'Ste C-15', 'address3': '', 'city': 'Atlanta', 'zip_code': '30303', 'country': 'US', 'state': 'GA', 'display_address': ['231 Peachtree St NE', 'Ste C-15', 'Atlanta, GA 30303']}",,33.76075,-84.38705999999999
223,Pearl Restaurant and Lounge,3.0,128,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'lounges', 'title': 'Lounges'}]",ENEhq4bYOcRlWcTdcqNxVQ,"{'address1': '253 Peters St', 'address2': '', 'address3': '', 'city': 'Atlanta', 'zip_code': '30313', 'country': 'US', 'state': 'GA', 'display_address': ['253 Peters St', 'Atlanta, GA 30313']}",$$,33.747764399999994,-84.4015474
224,The Original J.R. Crickets in Midtown Atlanta,3.5,185,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",69xILr10eIRqWqXNk2UaEQ,"{'address1': '129 North Ave NE', 'address2': '', 'address3': '', 'city': 'Atlanta', 'zip_code': '30308', 'country': 'US', 'state': 'GA', 'display_address': ['129 North Ave NE', 'Atlanta, GA 30308']}",$$,33.771032,-84.383186
